"customer_id","r_score","f_score","m_score","recency_date","frequency","monetary","segment"
"15021",1,1,2,9,13,1872.28,Loyal
"15373",1,1,1,9,13,2213.11,Champions
"14525",1,1,1,9,13,4221.37,Champions
"16156",1,1,1,9,13,3024.62,Champions
"17115",1,2,3,9,5,806.90,Loyal
"16293",1,1,1,9,12,2236.74,Champions
"16240",1,2,1,9,5,3693.81,Loyal
"14659",1,1,1,9,12,2456.53,Champions
"17063",1,1,2,9,11,1421.59,Loyal
"17044",1,3,3,9,3,897.43,others
"13971",1,1,1,9,11,2702.22,Champions
"15948",1,4,2,9,2,955.24,others
"17768",1,3,1,9,3,2273.18,others
"15544",1,1,1,9,11,3542.51,Champions
"15687",1,1,1,9,11,2981.50,Champions
"18077",1,1,1,9,11,2633.01,Champions
"16119",1,4,4,9,2,423.36,New
"14188",1,1,1,9,10,2018.91,Champions
"13365",1,3,1,9,3,2191.22,others
"16966",1,1,1,9,10,2148.47,Champions
"16813",1,1,2,9,10,1692.98,Loyal
"12664",1,1,1,9,10,4863.88,Champions
"17450",1,1,1,9,55,187482.17,Champions
"13040",1,3,3,9,2,676.99,others
"15197",1,2,3,9,5,656.44,Loyal
"13171",1,2,4,9,5,426.81,others
"17566",1,4,3,9,2,901.21,others
"14388",1,1,1,9,10,3172.04,Champions
"15993",1,1,1,9,10,2756.82,Champions
"14732",1,1,1,9,10,2686.34,Champions
"14309",1,1,1,9,10,2319.68,Champions
"17828",1,1,2,9,9,1599.97,Loyal
"14950",1,4,4,9,2,361.25,New
"17293",1,1,2,9,9,1875.11,Loyal
"14853",1,3,4,9,3,463.05,others
"16376",1,3,2,9,3,977.52,others
"14766",1,1,1,9,8,2423.07,Champions
"12572",1,3,2,9,3,1004.72,others
"15101",1,3,4,9,3,310.03,others
"16242",1,1,1,9,8,3598.26,Champions
"12951",1,1,2,9,8,1042.07,Loyal
"15434",1,2,2,9,6,997.48,Loyal
"15172",1,2,2,9,5,1624.05,Loyal
"14289",1,2,2,9,6,911.26,Loyal
"17540",1,3,3,9,3,570.40,others
"14262",1,1,1,9,8,2618.23,Champions
"12919",1,1,2,9,8,1301.44,Loyal
"14178",1,1,2,9,7,1620.93,Loyal
"14047",1,1,2,9,7,1290.01,Loyal
"15563",1,1,2,9,7,1319.69,Loyal
"17937",1,1,1,9,7,4301.22,Champions
"12562",1,1,1,9,7,3781.74,Champions
"14287",1,2,5,9,4,151.23,others
"17014",1,2,3,9,4,565.58,Loyal
"14626",1,1,1,9,7,2757.07,Champions
"14960",1,3,5,9,2,221.27,others
"15862",1,2,3,9,4,832.88,Loyal
"13509",1,1,2,9,7,979.72,Loyal
"16169",1,2,2,9,4,1822.97,Loyal
"13410",1,1,2,9,7,988.91,Loyal
"15500",1,2,2,9,4,1131.56,Loyal
"15028",1,2,3,9,4,627.13,Loyal
"16496",1,2,2,9,4,1562.22,Loyal
"14804",1,5,4,9,1,353.27,New
"15060",1,2,4,9,4,303.09,others
"15380",1,2,2,9,6,1682.36,Loyal
"14146",1,2,1,9,6,2949.57,Loyal
"15745",1,2,2,9,6,1071.24,Loyal
"17340",1,1,1,10,16,11891.18,Champions
"15782",1,2,1,10,4,2593.94,Loyal
"15073",1,2,3,10,4,612.43,Loyal
"17911",1,4,4,10,1,366.23,New
"16062",1,2,2,10,4,1153.62,Loyal
"12488",1,3,2,10,3,1298.66,others
"15414",1,3,3,10,3,774.90,others
"14733",1,1,1,10,15,9451.54,Champions
"15251",1,1,1,10,15,10327.11,Champions
"16956",1,3,4,10,2,292.34,others
"15611",1,1,2,10,15,1568.39,Loyal
"12784",1,4,3,10,2,574.42,others
"12953",1,5,4,10,1,329.85,New
"17737",1,4,5,10,2,168.24,New
"15152",1,1,1,10,16,4684.24,Champions
"15046",1,1,1,10,16,5064.01,Champions
"17727",1,4,2,10,2,1042.55,others
"18241",1,1,1,10,18,2058.09,Champions
"15712",1,2,2,10,5,1072.36,Loyal
"14432",1,2,1,10,6,2255.51,Loyal
"12787",1,3,4,10,3,463.66,others
"16101",1,3,2,10,3,1245.96,others
"12598",1,1,1,10,9,3002.68,Champions
"18230",1,1,1,10,10,2716.60,Champions
"13050",1,1,1,10,28,5684.61,Champions
"15024",1,1,2,10,10,1661.33,Loyal
"14936",1,1,1,10,9,8117.42,Champions
"18059",1,2,4,10,4,296.71,others
"14963",1,2,2,10,5,1487.80,Loyal
"12966",1,5,5,10,1,160.18,New
"18158",1,3,4,10,3,451.75,others
"13647",1,2,2,10,5,1670.22,Loyal
"12714",1,2,1,10,5,4708.86,Loyal
"14258",1,1,1,10,10,12650.08,Champions
"15903",1,1,1,10,8,5126.34,Champions
"15654",1,4,2,10,2,922.53,others
"14540",1,3,2,10,3,996.26,others
"17288",1,1,2,10,7,1419.73,Loyal
"12630",1,4,2,10,2,1270.88,others
"13784",1,1,1,10,11,2462.79,Champions
"15680",1,3,2,10,3,1333.68,others
"13012",1,1,2,10,11,1311.62,Loyal
"16712",1,1,1,10,11,3645.43,Champions
"16265",1,1,1,10,11,5423.15,Champions
"12882",1,4,2,10,2,1463.04,others
"15039",1,1,1,10,52,19786.44,Champions
"16657",1,2,2,10,4,933.62,Loyal
"15444",1,4,2,10,2,1418.26,others
"14755",1,1,1,10,12,4965.38,Champions
"18058",1,5,5,10,1,170.16,New
"12524",1,1,1,10,8,4485.72,Champions
"14713",1,1,1,10,12,2664.26,Champions
"14644",1,2,3,10,4,780.46,Loyal
"14875",1,2,2,10,5,1448.72,Loyal
"12429",1,2,1,10,4,3750.40,Loyal
"15394",1,2,1,10,4,2183.54,Loyal
"14062",1,1,1,10,12,10464.85,Champions
"15113",1,2,1,10,4,3439.41,Loyal
"15467",1,2,3,10,4,511.88,Loyal
"15676",1,2,1,10,5,3324.09,Loyal
"17736",1,2,4,10,4,337.49,others
"16915",1,2,3,10,6,621.68,Loyal
"14385",1,3,5,10,3,202.11,others
"16241",1,1,1,10,13,2607.87,Champions
"14005",1,2,1,10,5,2874.72,Loyal
"13658",1,1,1,10,7,2421.47,Champions
"15793",1,2,2,10,4,948.96,Loyal
"16115",1,1,2,10,8,1667.97,Loyal
"16717",1,1,1,10,9,3278.36,Champions
"12494",1,1,2,10,13,1139.35,Loyal
"16295",1,2,2,10,4,1328.55,Loyal
"14893",1,4,2,10,2,1237.85,others
"17502",1,2,3,10,4,689.10,Loyal
"18179",1,2,2,10,6,1793.17,Loyal
"14156",1,1,1,10,66,113384.14,Champions
"17096",1,1,2,10,7,992.68,Loyal
"14448",1,4,4,10,2,375.35,New
"14618",1,2,3,10,4,538.59,Loyal
"13203",1,2,3,10,4,869.46,Loyal
"12528",1,1,2,10,8,1922.28,Loyal
"16361",1,2,3,10,4,896.66,Loyal
"13212",1,2,3,10,4,780.58,Loyal
"17466",1,3,3,11,2,763.28,others
"18118",1,1,1,11,31,5595.77,Champions
"17711",1,4,4,11,2,385.10,New
"13198",1,1,1,11,8,3384.09,Champions
"14180",1,1,1,11,31,4640.77,Champions
"17468",1,4,5,11,2,137.00,New
"17101",1,2,2,11,4,1621.73,Loyal
"16782",1,1,1,11,19,2242.25,Champions
"12727",1,1,1,11,9,3947.70,Champions
"16479",1,3,4,11,2,300.83,others
"14723",1,2,2,11,6,1158.30,Loyal
"13657",1,4,4,11,2,382.14,New
"16852",1,4,5,11,2,144.91,New
"14961",1,1,1,11,12,7006.58,Champions
"14452",1,3,4,11,2,264.44,others
"13999",1,1,1,11,15,3865.26,Champions
"18161",1,2,2,11,6,1612.79,Loyal
"15783",1,5,4,11,1,246.30,New
"14785",1,4,5,11,2,77.40,New
"14408",1,1,1,11,7,2606.53,Champions
"12451",1,2,1,11,6,8933.52,Loyal
"12627",1,1,1,11,7,4478.53,Champions
"15206",1,2,4,11,4,420.30,others
"15148",1,5,4,11,1,301.29,New
"12464",1,1,2,11,8,1212.05,Loyal
"16992",1,2,2,11,6,1601.86,Loyal
"14667",1,1,1,11,27,9231.20,Champions
"17772",1,3,5,11,2,182.77,others
"15619",1,5,4,11,1,336.40,New
"14554",1,2,1,11,4,2381.04,Loyal
"15218",1,1,1,11,11,5756.89,Champions
"14601",1,5,5,11,1,213.96,New
"13429",1,2,2,11,4,1006.80,Loyal
"16775",1,1,2,11,11,1695.66,Loyal
"13928",1,2,4,11,4,464.57,others
"14235",1,2,1,11,6,3093.86,Loyal
"12670",1,2,1,11,6,2986.15,Loyal
"14088",1,1,1,11,14,50415.49,Champions
"17655",1,1,1,11,8,2571.74,Champions
"17306",1,1,1,11,21,8600.73,Champions
"13147",1,2,3,11,4,712.80,Loyal
"17682",1,1,1,11,7,2459.33,Champions
"13137",1,1,1,11,9,3605.08,Champions
"14173",1,2,4,11,4,450.84,others
"13428",1,5,5,11,1,218.47,New
"15790",1,5,5,11,1,220.85,New
"14349",1,5,5,11,1,133.50,New
"13068",1,4,4,11,2,344.00,New
"14419",1,2,2,11,6,1058.06,Loyal
"12654",1,2,3,11,5,601.98,Loyal
"13349",1,5,4,11,1,247.32,New
"14836",1,3,5,11,3,102.45,others
"17658",1,3,3,11,3,485.88,others
"14824",1,2,2,11,4,1127.71,Loyal
"15089",1,2,1,11,6,2420.84,Loyal
"13211",1,3,2,11,3,1197.42,others
"15297",1,2,3,11,4,635.04,Loyal
"14701",1,1,1,11,12,2486.22,Champions
"16549",1,1,1,11,10,4154.64,Champions
"14209",1,1,1,11,7,2067.13,Champions
"13467",1,3,2,11,2,1083.71,others
"14390",1,1,1,11,13,4592.47,Champions
"14550",1,3,3,11,2,765.62,others
"14866",1,1,1,11,13,14197.45,Champions
"14711",1,1,1,11,12,2838.20,Champions
"16168",1,1,1,11,28,3770.60,Champions
"13576",1,1,1,11,20,6703.30,Champions
"14321",1,2,2,11,5,1530.75,Loyal
"14205",1,2,5,11,4,218.78,others
"15239",1,3,3,11,3,764.34,others
"15615",1,1,1,11,27,10360.04,Champions
"13496",1,3,3,11,3,617.93,others
"16818",1,1,1,11,13,3317.97,Champions
"14125",1,3,1,11,3,2740.43,others
"12798",1,3,1,11,3,6977.04,others
"17651",1,1,1,12,14,3886.67,Champions
"14704",1,1,2,12,9,1546.91,Loyal
"17523",1,2,3,12,4,652.74,Loyal
"12660",1,5,4,12,1,245.10,New
"17188",1,1,1,12,9,2275.58,Champions
"17031",1,4,4,12,2,380.35,New
"17988",1,1,5,12,8,191.17,others
"13389",1,3,3,12,3,797.96,others
"14597",1,4,3,12,2,883.15,others
"16347",1,4,3,12,2,887.65,others
"18101",1,3,5,12,2,223.65,others
"17359",1,5,5,12,1,127.86,New
"17806",1,4,3,12,1,546.04,others
"16094",1,2,2,12,6,1041.83,Loyal
"15721",1,4,3,12,1,507.08,others
"16744",1,1,2,12,7,1304.76,Loyal
"13238",1,2,3,12,5,680.83,Loyal
"12427",1,2,3,12,5,708.37,Loyal
"14901",1,1,2,12,10,1414.99,Loyal
"15561",1,2,3,12,5,722.74,Loyal
"13950",1,2,3,12,5,728.56,Loyal
"18096",1,3,2,12,3,911.15,others
"14480",1,5,4,12,1,279.05,New
"13758",1,1,1,12,7,3190.55,Champions
"13258",1,3,3,12,3,698.58,others
"14470",1,4,4,12,2,461.19,New
"15714",1,3,4,12,2,330.88,others
"13030",1,3,3,12,2,799.48,others
"17929",1,2,3,12,5,834.50,Loyal
"12906",1,2,1,12,5,2919.81,Loyal
"17852",1,4,5,12,2,114.34,New
"14511",1,2,2,12,6,1267.41,Loyal
"17237",2,3,4,12,2,314.69,others
"17379",2,4,4,12,1,404.66,New
"15511",2,2,2,12,5,909.23,Loyal
"17419",2,1,1,12,14,4200.97,Loyal
"13590",2,1,2,12,7,1976.12,Loyal
"12674",2,1,2,12,7,1919.31,Loyal
"17019",2,2,2,12,4,1272.61,Loyal
"14215",2,1,2,12,7,1777.92,Loyal
"13844",2,5,4,12,1,361.62,New
"15601",2,1,1,12,17,6745.36,Loyal
"12657",2,2,2,12,5,1152.06,Loyal
"15022",2,2,3,12,4,905.04,Loyal
"13266",2,1,1,12,19,3717.67,Loyal
"18229",2,1,1,12,20,7276.90,Loyal
"17299",2,2,3,12,4,669.11,Loyal
"16364",2,3,3,12,2,707.04,others
"15838",2,1,1,12,21,33350.76,Loyal
"13196",2,2,2,12,4,1797.78,Loyal
"13004",2,1,1,12,22,5613.43,Loyal
"15571",2,2,3,12,4,650.43,Loyal
"18041",2,1,1,12,22,4161.14,Loyal
"13418",2,1,1,12,23,5845.44,Loyal
"15540",2,5,5,12,1,213.30,New
"13188",2,5,5,12,1,114.60,New
"14290",2,2,1,12,6,2307.45,Loyal
"16900",2,2,5,12,5,187.69,others
"14741",2,2,2,12,6,1400.34,Loyal
"16800",2,4,2,12,1,1201.49,others
"17739",2,1,1,12,8,2786.05,Loyal
"16877",2,2,3,13,6,853.72,Loyal
"17236",2,2,2,13,6,916.13,Loyal
"14878",2,1,2,13,9,1485.54,Loyal
"17068",2,1,1,13,22,4531.34,Loyal
"15861",2,1,1,13,9,3000.36,Loyal
"16983",2,1,2,13,8,1920.20,Loyal
"14859",2,2,2,13,5,1352.04,Loyal
"16923",2,1,1,13,26,6666.83,Loyal
"17812",2,2,3,13,4,732.16,Loyal
"17411",2,2,3,13,4,748.94,Loyal
"17885",2,5,5,13,1,190.19,New
"14093",2,4,4,13,1,442.85,New
"15436",2,3,2,13,3,1122.53,others
"15747",2,3,2,13,3,974.04,others
"17864",2,3,3,13,3,597.50,others
"16005",2,2,3,13,4,615.39,Loyal
"18001",2,4,4,13,2,417.23,New
"15987",2,1,2,13,7,1451.28,Loyal
"16407",2,1,1,13,10,2126.93,Loyal
"17365",2,1,1,13,8,4801.56,Loyal
"13232",2,1,2,13,7,1357.60,Loyal
"16024",2,5,4,13,1,251.24,New
"13610",2,1,2,13,9,1115.43,Loyal
"18145",2,2,1,13,4,2861.55,Loyal
"14577",2,2,3,13,4,859.71,Loyal
"13064",2,2,2,13,4,1119.49,Loyal
"18156",2,3,3,13,2,734.94,others
"13782",2,2,2,13,6,912.00,Loyal
"15054",2,3,4,13,2,302.10,others
"15351",2,1,2,13,10,1862.14,Loyal
"15009",2,3,2,13,3,1261.78,others
"17231",2,1,1,13,14,3127.82,Loyal
"15555",2,1,1,13,20,4758.20,Loyal
"15514",2,1,1,13,13,2963.19,Loyal
"13546",2,3,3,13,3,626.99,others
"13991",2,1,3,13,7,850.63,Loyal
"17769",2,1,1,13,12,3960.63,Loyal
"13571",2,1,1,13,12,2092.32,Loyal
"18112",2,4,4,13,2,352.69,New
"16942",2,1,2,13,10,1894.11,Loyal
"14954",2,5,4,13,1,336.17,New
"17595",2,4,4,13,2,388.79,New
"13048",2,2,2,15,5,1805.91,Loyal
"12681",2,1,1,15,27,13677.59,Loyal
"18172",2,1,1,15,25,7490.17,Loyal
"16814",2,1,1,15,22,6500.60,Loyal
"17329",2,4,3,15,2,523.11,others
"13579",2,4,3,15,2,467.04,others
"13184",2,1,2,15,12,1648.79,Loyal
"15737",2,1,2,15,12,1121.21,Loyal
"14946",2,5,5,15,1,100.90,New
"15473",2,1,2,15,10,1465.20,Loyal
"15186",2,4,4,15,2,411.41,New
"12620",2,3,2,15,3,1339.41,others
"13589",2,4,4,15,2,379.65,New
"15872",2,4,4,15,2,360.93,New
"17624",2,4,3,15,2,843.48,others
"17562",2,1,2,15,8,1107.38,Loyal
"16856",2,4,5,15,1,35.40,New
"16719",2,1,2,15,8,1773.92,Loyal
"17557",2,3,3,15,3,541.46,others
"13256",2,4,5,15,1,0.00,New
"12531",2,5,5,15,1,125.22,New
"15382",2,1,1,15,8,5927.86,Loyal
"15134",2,1,2,15,8,1387.99,Loyal
"13437",2,1,1,15,7,3408.06,Loyal
"17813",2,2,2,15,7,1714.60,Loyal
"13332",2,5,4,15,1,350.90,New
"12438",2,3,1,15,2,2906.85,others
"13149",2,2,2,15,4,1676.06,Loyal
"14703",2,5,4,15,1,318.17,New
"14710",2,2,3,15,4,606.13,Loyal
"17302",2,2,2,15,6,1119.93,Loyal
"15117",2,2,2,15,6,1550.13,Loyal
"16327",2,2,1,15,6,3844.22,Loyal
"13978",2,3,5,15,2,196.79,others
"17385",2,5,4,15,1,261.11,New
"13525",2,3,3,15,2,628.78,others
"14111",2,2,3,15,5,688.60,Loyal
"14966",2,5,5,15,1,191.32,New
"17348",2,2,2,15,5,1159.52,Loyal
"17458",2,5,4,16,1,316.50,New
"12757",2,1,1,16,19,4227.70,Loyal
"18188",2,2,2,16,4,1998.49,Loyal
"15005",2,1,1,16,35,6180.49,Loyal
"14591",2,2,2,16,4,1447.14,Loyal
"16157",2,2,3,16,4,644.24,Loyal
"17516",2,2,3,16,5,768.08,Loyal
"15953",2,1,2,16,10,1634.53,Loyal
"14607",2,1,1,16,17,11341.10,Loyal
"13719",2,2,2,16,5,1041.68,Loyal
"15482",2,1,1,16,16,6568.72,Loyal
"17228",2,1,2,16,8,1906.09,Loyal
"15632",2,1,1,16,10,3147.31,Loyal
"16189",2,3,5,16,2,215.48,others
"15270",2,1,1,16,9,2298.20,Loyal
"16609",2,1,1,16,9,5450.96,Loyal
"13638",2,5,5,16,1,122.64,New
"17323",2,1,2,16,9,908.99,Loyal
"14756",2,4,3,16,1,738.96,others
"16885",2,3,3,16,3,471.51,others
"17247",2,5,4,16,1,282.19,New
"14410",2,1,3,16,15,576.30,Loyal
"14640",2,1,1,16,8,2042.15,Loyal
"18184",2,4,5,16,1,49.80,New
"14277",2,2,1,16,4,3957.00,Loyal
"17671",2,2,2,16,6,1284.08,Loyal
"12937",2,2,2,16,4,1504.27,Loyal
"17139",2,1,1,16,15,10585.57,Loyal
"17345",2,2,3,16,4,537.74,Loyal
"12388",2,2,1,16,6,2780.66,Loyal
"12395",2,1,1,16,15,2998.28,Loyal
"17975",2,1,1,16,14,4393.61,Loyal
"12705",2,1,1,16,14,6814.24,Loyal
"14539",2,4,3,16,2,537.48,others
"14709",2,1,1,16,14,4911.14,Loyal
"15725",2,4,4,16,1,415.25,New
"16566",2,2,3,16,6,614.01,Loyal
"16616",2,4,3,16,2,500.42,others
"14805",2,2,3,16,4,554.65,Loyal
"15502",2,1,1,16,23,5541.46,Loyal
"16596",2,3,4,16,2,250.15,others
"16482",2,5,5,16,1,220.62,New
"13588",2,1,1,16,13,2445.12,Loyal
"13277",2,2,4,16,4,258.40,others
"17133",2,1,1,16,7,4892.24,Loyal
"15858",2,2,2,16,5,1438.85,Loyal
"14987",2,3,4,16,2,326.40,others
"15428",2,5,5,16,1,93.78,New
"13995",2,2,2,16,6,1383.49,Loyal
"17767",2,5,4,16,1,271.20,New
"12421",2,2,3,16,5,806.27,Loyal
"16668",2,2,4,16,6,306.72,others
"16824",2,4,4,16,2,460.64,New
"16173",2,1,2,16,7,1406.57,Loyal
"13207",2,3,4,16,2,250.26,others
"15034",2,1,1,16,11,4277.66,Loyal
"15594",2,2,2,16,6,1767.53,Loyal
"12619",2,1,1,17,13,3214.81,Loyal
"17469",2,2,2,17,6,1843.06,Loyal
"17463",2,2,2,17,6,1881.36,Loyal
"17034",2,2,3,17,4,734.57,Loyal
"17700",2,2,1,17,6,2508.89,Loyal
"17135",2,1,2,17,7,1139.73,Loyal
"13650",2,1,2,17,7,1809.34,Loyal
"14336",2,2,2,17,4,1614.91,Loyal
"14581",2,5,5,17,1,138.60,New
"14049",2,2,1,17,6,5639.15,Loyal
"15743",2,2,3,17,4,784.46,Loyal
"17685",2,1,1,17,7,3191.53,Loyal
"15727",2,1,1,17,7,5178.96,Loyal
"15901",2,3,4,17,3,363.88,others
"16020",2,3,3,17,3,851.01,others
"13502",2,3,4,17,3,292.00,others
"14790",2,2,3,17,4,745.06,Loyal
"13831",2,2,1,17,6,2202.99,Loyal
"14912",2,3,3,17,3,841.52,others
"15253",2,2,2,17,6,915.30,Loyal
"14675",2,4,3,17,1,604.75,others
"13139",2,1,1,17,8,5055.79,Loyal
"16653",2,3,2,17,3,1166.92,others
"16066",2,2,2,17,5,1521.87,Loyal
"12948",2,1,1,17,8,2053.70,Loyal
"14744",2,1,2,17,9,1088.53,Loyal
"15949",2,4,4,17,2,364.72,New
"16343",2,4,4,17,2,370.48,New
"16079",2,3,2,17,3,1352.00,others
"15398",2,3,2,17,3,1339.63,others
"14334",2,1,1,17,9,2539.46,Loyal
"15916",2,1,2,17,10,1491.24,Loyal
"13899",2,4,4,17,2,388.52,New
"17422",2,1,2,17,10,1853.13,Loyal
"13448",2,1,1,17,10,3465.67,Loyal
"12557",2,2,1,17,5,11990.96,Loyal
"16255",2,1,1,17,10,2609.30,Loyal
"12452",2,3,4,17,3,428.57,others
"13174",2,3,1,17,3,2817.03,others
"13350",2,3,2,17,3,910.72,others
"14099",2,1,1,17,12,3092.97,Loyal
"18084",2,4,5,17,2,87.53,New
"14335",2,4,3,17,2,468.26,others
"16660",2,2,3,17,5,810.45,Loyal
"17725",2,1,1,17,14,3371.13,Loyal
"16185",2,4,3,17,2,529.41,others
"13742",2,1,1,17,14,3102.42,Loyal
"17809",2,1,1,17,15,4627.62,Loyal
"15393",2,3,5,17,2,231.86,others
"16670",2,1,1,17,17,4022.46,Loyal
"17410",2,2,2,17,5,1214.72,Loyal
"17010",2,3,5,17,2,185.46,others
"14020",2,3,3,17,2,642.80,others
"13018",2,1,1,17,29,7272.75,Loyal
"16311",2,3,3,18,2,616.26,others
"17371",2,3,4,18,3,423.89,others
"14505",2,1,1,18,11,5818.70,Loyal
"14506",2,2,1,18,5,2012.17,Loyal
"12775",2,2,2,18,6,1351.24,Loyal
"15150",2,1,1,18,11,5303.97,Loyal
"17759",2,3,3,18,3,834.99,others
"16985",2,1,1,18,11,5461.62,Loyal
"17360",2,3,3,18,3,585.79,others
"18249",2,5,5,18,1,95.34,New
"17155",2,3,4,18,2,251.70,others
"14424",2,5,4,18,1,322.08,New
"17297",2,5,5,18,1,131.78,New
"15106",2,1,2,18,7,1407.73,Loyal
"15971",2,1,1,18,12,4199.85,Loyal
"17500",2,3,2,18,3,1138.00,others
"12474",2,1,1,18,30,7116.47,Loyal
"16128",2,2,2,18,5,1880.22,Loyal
"17324",2,2,2,18,4,990.23,Loyal
"17075",2,2,3,18,5,813.77,Loyal
"14515",2,2,1,18,6,2102.09,Loyal
"17453",2,4,3,18,2,486.72,others
"16352",2,4,3,18,2,494.44,others
"13363",2,4,2,18,2,992.50,others
"14297",2,2,2,18,6,1284.06,Loyal
"14657",2,2,3,18,5,838.27,Loyal
"17600",2,5,5,18,1,161.67,New
"16107",2,1,1,18,7,3204.16,Loyal
"12483",2,1,1,18,13,2327.13,Loyal
"16633",2,1,1,18,7,2878.15,Loyal
"13247",2,2,3,18,4,501.12,Loyal
"16655",2,2,1,18,6,3794.52,Loyal
"13986",2,5,4,18,1,320.46,New
"15699",2,5,4,18,1,309.65,New
"18274",2,3,5,18,2,0.00,others
"13681",2,2,3,18,4,827.83,Loyal
"13940",2,2,3,18,4,839.14,Loyal
"15965",2,2,3,18,4,845.64,Loyal
"17519",2,1,2,18,7,1839.07,Loyal
"13499",2,1,2,18,7,1146.96,Loyal
"12936",2,2,2,18,5,1012.90,Loyal
"16164",2,2,3,18,4,802.53,Loyal
"13268",2,1,1,18,15,3167.64,Loyal
"18139",2,1,1,18,8,8393.22,Loyal
"16722",2,1,1,18,16,4711.21,Loyal
"12656",2,1,1,18,8,3982.72,Loyal
"16261",2,2,3,18,4,746.83,Loyal
"12920",2,5,5,18,1,164.23,New
"16330",2,2,4,18,4,242.21,others
"13456",2,2,2,18,7,1737.82,Loyal
"13569",2,4,4,18,2,373.75,New
"14768",2,3,5,18,3,139.50,others
"16607",2,1,1,18,16,3038.67,Loyal
"15811",2,1,1,18,9,2171.32,Loyal
"16532",2,3,1,18,3,6748.80,others
"17073",2,2,2,18,4,1446.09,Loyal
"13488",2,1,1,18,17,8910.61,Loyal
"16365",2,1,2,18,9,1540.42,Loyal
"15634",2,5,4,18,1,243.55,New
"15116",2,2,2,18,4,1352.75,Loyal
"12586",2,3,5,18,2,179.94,others
"15497",2,3,2,18,3,1259.70,others
"16422",2,1,1,18,75,33805.69,Loyal
"15977",2,3,2,18,2,1054.73,others
"13403",2,5,5,18,1,75.00,New
"13322",2,5,5,18,1,199.48,New
"17313",2,4,1,18,2,2288.13,others
"15845",2,1,1,18,10,3650.87,Loyal
"13832",2,4,5,18,2,40.95,New
"16748",2,2,2,18,5,1515.90,Loyal
"17338",2,1,1,18,10,6612.18,Loyal
"14834",2,1,2,18,8,1698.35,Loyal
"14467",2,2,3,18,4,598.76,Loyal
"15115",2,5,4,19,1,340.11,New
"16713",2,1,1,19,21,6840.23,Loyal
"15738",2,1,1,19,19,4788.77,Loyal
"14426",2,1,1,19,16,3918.90,Loyal
"12984",2,5,5,19,1,97.50,New
"13862",2,1,1,19,10,2187.31,Loyal
"14587",2,1,2,19,10,1598.24,Loyal
"17888",2,1,3,19,10,525.78,Loyal
"15671",2,1,1,19,10,2635.49,Loyal
"15527",2,1,1,19,10,2348.82,Loyal
"15093",2,1,1,19,9,4410.14,Loyal
"14030",2,1,1,19,8,2360.09,Loyal
"14883",2,1,3,19,7,756.64,Loyal
"15105",2,1,1,19,7,2298.93,Loyal
"15179",2,1,1,19,7,2186.20,Loyal
"13246",2,1,2,19,7,1922.10,Loyal
"13282",2,2,2,19,6,1047.84,Loyal
"16406",2,5,5,19,1,163.07,New
"14482",2,2,1,19,6,2068.15,Loyal
"15681",2,2,2,19,6,946.36,Loyal
"17227",2,2,2,19,6,939.32,Loyal
"17253",2,5,5,19,1,178.26,New
"15567",2,5,5,19,1,186.01,New
"14447",2,2,2,19,5,1163.23,Loyal
"15132",2,2,2,19,5,977.93,Loyal
"13739",2,5,5,19,1,216.90,New
"15406",2,2,4,19,4,426.61,others
"17625",2,2,1,19,4,2047.00,Loyal
"15857",2,5,4,19,1,297.00,New
"14449",2,2,3,19,4,907.10,Loyal
"13430",2,2,3,19,4,648.69,Loyal
"16366",2,5,4,19,1,327.30,New
"13167",2,2,3,19,4,791.33,Loyal
"12795",2,4,4,19,1,430.48,New
"12504",2,2,5,19,4,114.00,others
"12878",2,3,3,19,3,841.64,others
"15645",2,4,3,19,1,612.01,others
"12658",2,4,3,19,1,686.05,others
"14300",2,4,5,19,1,43.20,New
"12349",2,4,2,19,1,1757.55,others
"16139",2,3,3,19,3,635.41,others
"17432",2,4,4,19,2,365.76,New
"16369",2,3,2,19,3,1553.66,others
"13673",2,4,4,19,2,396.92,New
"18080",2,4,2,19,2,1231.50,others
"13823",2,4,2,19,2,957.66,others
"17100",2,4,2,19,2,971.74,others
"12904",2,4,3,19,2,509.58,others
"15163",2,3,4,19,2,304.47,others
"17664",2,3,3,19,2,604.64,others
"13189",2,3,4,19,2,260.68,others
"14551",2,3,5,19,2,186.23,others
"13142",2,5,4,20,1,307.09,New
"17561",2,5,5,20,1,167.62,New
"13427",2,3,3,20,3,582.60,others
"14595",2,2,2,20,6,1740.60,Loyal
"14157",2,3,4,20,3,400.43,others
"18110",2,3,5,20,2,206.05,others
"16212",2,3,3,20,3,681.19,others
"12540",2,1,1,20,19,13309.04,Loyal
"13118",2,1,2,20,7,1125.00,Loyal
"16666",2,5,5,20,1,118.98,New
"16533",2,2,2,20,5,1026.94,Loyal
"17758",2,1,1,20,8,3456.70,Loyal
"15906",2,1,2,20,8,1521.79,Loyal
"12778",2,1,3,20,7,804.23,Loyal
"13565",2,3,4,20,2,240.22,others
"12702",2,5,5,20,1,219.00,New
"13200",2,2,3,20,4,870.09,Loyal
"14553",2,2,3,20,5,859.27,Loyal
"18040",2,4,4,20,2,357.20,New
"15988",2,5,5,20,1,158.03,New
"12597",2,2,1,20,5,3683.13,Loyal
"15533",2,2,3,20,5,746.92,Loyal
"15426",2,1,2,20,7,1429.90,Loyal
"15919",2,3,3,20,2,639.89,others
